'flickr', 'using_id', 'img_loc', 'the_image', 'img_width', 'img_height', 'crop_coords', 'do_img_at', 'full_id', 'r_min', 'r_max', 'r_mean', 'r_mode', 'g_min', 'g_max', 'g_mean', 'g_mode', 'b_min', 'b_max', 'b_mean', 'b_mode', 'center_rgb', 'post_num_regions', 'post_top_hsl', 'post_top_count', 'post_2_hsl', 'post_2_count', 'post_3_hsl', 'post_3_count', 'post_4_hsl', 'post_4_count', 'post_5_hsl', 'post_5_count', 'post_6_hsl', 'post_6_count', 'center_hsl', 'full_red_count', 'visib_red_count', 'vivid_red_count', 'full_orange_count', 'visib_orange_count', 'vivid_orange_count', 'full_yellow_count', 'visib_yellow_count', 'vivid_yellow_count', 'full_green_count', 'visib_green_count', 'vivid_green_count', 'full_cyan_count', 'visib_cyan_count', 'vivid_cyan_count', 'full_blue_count', 'visib_blue_count', 'vivid_blue_count', 'full_purple_count', 'visib_purple_count', 'vivid_purple_count', 'full_mag_count', 'visib_mag_count', 'vivid_mag_count', 'vivid_count', 'sat_min_val', 'sat_25_val', 'sat_50_val', 'sat_75_val', 'sat_max_val', 'hue_mean_val', 'sat_mean_val', 'light_mean_val', 'light_max_val', 'light_max_count', 'light_min_val', 'light_min_count', 'light_25_value', 'light_50_value', 'light_75_value', 'gen_bright_count', 'gen_dark_count', 'common_hsl_1_val', 'common_hsl_1_count', 'common_hsl_2_val', 'common_hsl_2_count', 'common_hsl_3_val', 'common_hsl_3_count', 'common_hsl_4_val', 'common_hsl_4_count'
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51278877462,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x214F3B04A50>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698546331.2529156,5127887746200,0.0,255.0,118.33762951033545,103848,0.0,255.0,111.12071461023798,120398,0.0,255.0,121.38600235034926,93032,"(66, 61, 72)",277,"(39.000000000000064, 0.26315789473684187, 0.8509803921568627)",1855729,"(250.43478260869566, 0.20353982300884954, 0.22156862745098038)",378039,"(247.05882352941174, 0.31481481481481477, 0.21176470588235297)",210534,"(53.68421052631581, 0.575757575757576, 0.9352941176470588)",172839,"(249.60000000000002, 0.1773049645390071, 0.27647058823529413)",53328,"(232.94117647058826, 0.3669064748201439, 0.27254901960784317)",19669,"[267.2727272727273, 0.0827067669172932, 0.2607843137254902]",187373,37,4,351362,19,1,698602,2,0,321,0,0,16820,166,0,193579,17193,0,1407230,15002,0,296585,5,0,5,0.0,0.10303030303030304,0.2040816326530612,0.32432432432432423,1.0,177.32296258225085,0.23506658942009337,0.4627017276107161,1.0,19666,0.041176470588235294,53,0.2588235294117647,0.3411764705882353,0.7313725490196079,411303,66291,"(252.00000000000003, 0.30973451327433627, 0.2215686274509804)",17197,"(254.21052631578945, 0.3584905660377359, 0.20784313725490194)",16906,"(252.72727272727272, 0.27731092436974786, 0.23333333333333334)",16633,"(253.125, 0.2580645161290323, 0.2431372549019608)",15613
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52617833408,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x26365E8D0D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698546919.068595,5261783340800,46.0,255.0,170.2554475289804,121947,53.0,255.0,162.14083353678384,144966,0.0,255.0,144.52588639435945,143390,"(199, 197, 179)",76,"(60.0, 0.06358381502890183, 0.6607843137254902)",6942759,"(107.99999999999996, 0.07142857142857147, 0.27450980392156865)",36396,"(44.04255319148936, 0.45631067961165045, 0.596078431372549)",9101,"(31.111111111111104, 0.15606936416184983, 0.6607843137254902)",4964,"(50.76923076923081, 1.0, 0.9745098039215686)",4410,"(97.49999999999987, 0.09523809523809526, 0.8352941176470587)",2676,"[54.00000000000003, 0.15151515151515157, 0.7411764705882353]",8842,484,0,1849138,8148,0,4938237,89983,0,269909,0,0,10843,0,0,119,0,0,287,0,0,513,35,0,0,0.0,0.08108108108108104,0.11382113821138212,0.21848739495798314,1.0,46.70563042162249,0.18213737593561094,0.6181269000904572,0.9980392156862745,10922,0.13725490196078433,1,0.5078431372549019,0.5941176470588235,0.7392156862745098,453011,1,"(32.14285714285713, 0.2456140350877195, 0.7764705882352941)",8038,"(41.99999999999997, 0.11235955056179768, 0.6509803921568628)",5519,"(32.14285714285713, 0.25000000000000017, 0.7803921568627451)",5318,"(34.28571428571427, 0.2456140350877195, 0.7764705882352941)",5089
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",53127747581,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28BFF25D790>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698548890.632964,5312774758101,102.0,190.0,160.97506318942217,24899,102.0,183.0,146.8913229600409,31021,99.0,182.0,137.70574329753816,23070,"(160, 145, 126)",2,"(331.4285714285714, 0.10994764397905749, 0.6254901960784314)",339733,"(246.31578947368416, 0.07755102040816328, 0.5196078431372549)",2492,,0,,0,,0,,0,"[33.52941176470587, 0.15178571428571425, 0.5607843137254902]",61512,0,0,257992,0,0,17323,0,0,0,0,0,1,0,0,829,0,0,1826,0,0,2742,0,0,0,0.004524886877828038,0.09090909090909086,0.11224489795918369,0.13684210526315801,0.22222222222222213,35.88732636895289,0.11325488853467709,0.5854416326834627,0.7254901960784315,3,0.4392156862745098,17,0.5647058823529412,0.5882352941176471,0.607843137254902,0,0,"(24.827586206896576, 0.15025906735751302, 0.6215686274509804)",1133,"(18.2608695652174, 0.11557788944723618, 0.6098039215686275)",852,"(23.4782608695652, 0.11219512195121953, 0.5980392156862746)",845,"(22.499999999999993, 0.11214953271028037, 0.580392156862745)",845,1
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",53127747581,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28BFF25D790>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698548899.0723884,5312774758102,34.0,255.0,151.21191129071053,12136,0.0,255.0,143.4166716188568,12990,0.0,245.0,136.5044159386947,12755,"(227, 217, 169)",6,"(15.999999999999936, 0.06224066390041495, 0.5274509803921569)",301790,"(52.39436619718308, 0.6513761467889909, 0.7862745098039217)",41973,"(229.0909090909091, 0.08800000000000004, 0.5098039215686274)",5887,"(332.0, 0.07177033492822968, 0.40980392156862744)",1482,"(300.0, 0.014925373134328304, 0.2627450980392157)",1309,"(353.84615384615387, 0.20207253886010365, 0.3784313725490196)",938,"[49.65517241379311, 0.5087719298245612, 0.776470588235294]",53983,8,0,139140,1,0,99162,3351,0,192,0,0,694,0,0,9619,0,0,30668,0,0,19921,0,0,0,0.0,0.052631578947368356,0.07476635514018692,0.10599078341013826,1.0,84.96418318932216,0.14210740295119867,0.5628359076121627,0.9803921568627452,30,0.08431372549019608,7,0.4725490196078431,0.5568627450980392,0.603921568627451,29853,25,"(30.0, 0.07766990291262135, 0.596078431372549)",865,"(30.0, 0.07476635514018692, 0.5803921568627451)",708,"(31.764705882352935, 0.07555555555555556, 0.5588235294117647)",601,"(30.0, 0.0630630630630631, 0.5647058823529412)",578,2
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",53127747581,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28BFF25D790>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698548909.266239,5312774758103,34.0,216.0,151.7635499457302,8227,28.0,210.0,141.30153005847134,13724,0.0,200.0,136.6673552513334,10575,"(174, 169, 163)",10,"(31.999999999999993, 0.08875739644970415, 0.6686274509803921)",253358,"(22.50000000000006, 0.13636363636363635, 0.6549019607843136)",70791,"(281.0526315789474, 0.09644670050761424, 0.38627450980392153)",8175,"(29.99999999999993, 0.03370786516853929, 0.34901960784313724)",4091,"(23.99999999999998, 0.08130081300813014, 0.4823529411764706)",1835,"(8.571428571428548, 0.06930693069306927, 0.39607843137254906)",1684,"[32.72727272727271, 0.06358381502890183, 0.6607843137254902]",39711,2,0,138974,9,0,60632,38,0,868,0,0,1267,0,0,9218,0,0,60567,0,0,31495,2,0,0,0.0,0.044176706827309196,0.10047846889952144,0.15476190476190474,1.0,114.06470789299098,0.11154759327360549,0.5627120304139772,0.8156862745098039,34,0.13725490196078433,4,0.45686274509803926,0.5549019607843138,0.6843137254901961,0,4,"(24.00000000000002, 0.09316770186335407, 0.6843137254901961)",453,"(258.0, 0.041322314049586806, 0.4745098039215686)",366,"(251.99999999999994, 0.021276595744680833, 0.4607843137254902)",357,"(261.8181818181818, 0.046808510638297884, 0.4607843137254902)",350,3
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",53127747581,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28BFF25D790>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698548919.748692,5312774758104,53.0,255.0,169.0666694939214,15662,21.0,252.0,158.65555555555557,16134,21.0,238.0,150.73147865422675,16294,"(154, 189, 197)",22,"(27.49999999999998, 0.12903225806451613, 0.6352941176470588)",319790,"(335.0, 0.10084033613445371, 0.4666666666666667)",7746,"(24.00000000000002, 0.2112676056338028, 0.7215686274509804)",4044,"(23.684210526315788, 0.2209302325581396, 0.6627450980392158)",2798,"(190.0, 0.15126050420168066, 0.4666666666666667)",2726,"(243.15789473684214, 0.07630522088353421, 0.5117647058823529)",2147,"[191.16279069767444, 0.2704402515723271, 0.6882352941176471]",59245,11,0,202912,181,0,35324,19,1,1144,0,0,41558,0,0,1736,0,0,3563,0,0,8218,3,0,1,0.0,0.11290322580645155,0.1511627906976744,0.1823899371069183,1.0,64.10095167979792,0.15759637143621327,0.6264643405566918,0.9666666666666667,494,0.1843137254901961,8,0.5686274509803921,0.6450980392156862,0.6803921568627451,4460,0,"(26.896551724137943, 0.16201117318435765, 0.6490196078431373)",732,"(24.444444444444468, 0.15606936416184983, 0.6607843137254902)",694,"(24.444444444444432, 0.15789473684210523, 0.6647058823529413)",665,"(24.444444444444432, 0.1597633136094674, 0.6686274509803922)",665,4
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",53127747581,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28BFF25D790>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698548930.8287938,5312774758105,0.0,255.0,170.36751837208539,18573,0.0,253.0,158.1583531383136,4904,0.0,242.0,150.32137459340467,7075,"(144, 135, 126)",14,"(43.636363636363676, 0.06748466257668705, 0.6803921568627451)",238271,"(18.9473684210526, 0.5135135135135137, 0.8549019607843138)",52039,"(240.0, 0.049586776859504134, 0.4745098039215686)",28515,"(234.99999999999997, 0.10000000000000006, 0.47058823529411764)",19623,"(67.49999999999997, 0.0404040404040404, 0.611764705882353)",10247,"(342.85714285714283, 0.08139534883720925, 0.33725490196078434)",8393,"[30.0, 0.07499999999999997, 0.5294117647058824]",46910,94,0,191152,379,1,67443,6617,0,922,0,0,836,0,0,24729,10,0,24933,6,0,8303,13,0,1,0.0,0.07258064516129034,0.10679611650485427,0.43243243243243257,1.0,72.77056324946847,0.2787827529453652,0.6281988881723519,0.9745098039215686,575,0.12941176470588237,7,0.47647058823529415,0.5588235294117647,0.8196078431372549,80505,10,"(30.0, 0.07499999999999997, 0.5294117647058824)",753,"(28.421052631578977, 0.07883817427385893, 0.5274509803921569)",493,"(21.176470588235325, 0.07053941908713691, 0.5274509803921569)",459,"(21.176470588235325, 0.07112970711297069, 0.5313725490196078)",448,5
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",53127747581,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28BFF25D790>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698548941.5410213,5312774758106,0.0,235.0,109.377196350332,9259,0.0,230.0,106.08391300420074,9456,0.0,216.0,112.13171891232666,9727,"(82, 80, 93)",32,"(276.0000000000001, 0.032258064516129004, 0.303921568627451)",238419,"(247.5, 0.14285714285714285, 0.32941176470588235)",72988,"(256.1538461538462, 0.19402985074626863, 0.2627450980392157)",11475,"(245.45454545454544, 0.05418719211822661, 0.39803921568627454)",1900,"(38.181818181818244, 0.0814814814814814, 0.7352941176470589)",1884,"(191.99999999999994, 0.021097046413502095, 0.4647058823529412)",1836,"[249.23076923076925, 0.07514450867052021, 0.3392156862745098]",26179,7,0,25783,17,0,37505,97,0,4352,0,0,10309,0,0,48146,3,0,183163,7,0,18787,0,0,0,0.0,0.031111111111111128,0.05485232067510547,0.09387755102040818,1.0,196.6514656946031,0.07133556109532088,0.4314849958683506,0.884313725490196,63,0.0,4,0.36274509803921573,0.4156862745098039,0.4725490196078431,666,466,"(245.00000000000006, 0.06315789473684211, 0.37254901960784315)",680,"(250.00000000000003, 0.060606060606060615, 0.388235294117647)",659,"(245.45454545454544, 0.05641025641025643, 0.38235294117647056)",651,"(248.57142857142864, 0.031111111111111128, 0.4411764705882353)",636,6
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",53127747581,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28BFF25D790>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698548953.0157545,5312774758107,59.0,232.0,161.36826188393118,21651,53.0,226.0,147.83773403324585,24398,21.0,215.0,138.50416447944008,19830,"(171, 156, 144)",1,"(24.444444444444432, 0.1597633136094674, 0.6686274509803922)",342900,,0,,0,,0,,0,,0,"[26.66666666666671, 0.13846153846153839, 0.6176470588235294]",50571,0,0,243455,0,0,27281,2,0,3,0,0,0,0,0,47,0,0,7019,0,0,14524,0,0,0,0.0,0.08641975308641975,0.1370558375634517,0.16201117318435765,0.5483870967741936,53.06235831509803,0.12583835079963365,0.5871846762618725,0.8764705882352941,8,0.1784313725490196,7,0.5176470588235295,0.6313725490196078,0.6588235294117647,18,0,"(24.444444444444468, 0.15606936416184983, 0.6607843137254902)",1388,"(24.444444444444432, 0.15789473684210523, 0.6647058823529413)",1371,"(24.444444444444432, 0.1597633136094674, 0.6686274509803922)",1282,"(23.07692307692307, 0.15853658536585363, 0.6784313725490196)",1265,7
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",53127747581,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28BFF25D790>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698548961.673974,5312774758108,61.0,255.0,158.93537545611676,12931,46.0,255.0,152.3081372360736,10284,64.0,244.0,149.2585913758628,9119,"(233, 226, 212)",78,"(11.999999999999964, 0.04098360655737701, 0.5215686274509803)",226301,"(41.24999999999996, 0.3478260869565217, 0.9098039215686274)",19552,"(250.00000000000003, 0.02912621359223291, 0.596078431372549)",8753,"(252.6315789473684, 0.07692307692307693, 0.48431372549019613)",6361,"(20.00000000000005, 0.08571428571428581, 0.7254901960784313)",4945,"(253.3333333333333, 0.04615384615384613, 0.6176470588235294)",4260,"[39.99999999999998, 0.3230769230769227, 0.8725490196078431]",77695,0,0,135020,0,0,70925,0,0,332,0,0,661,0,0,8230,0,0,35062,0,0,26151,0,0,0,0.0,0.044176706827309196,0.06122448979591844,0.0857142857142857,1.0,95.38990141686583,0.10371882056640809,0.6029469080416767,0.9784313725490197,1246,0.2431372549019608,3,0.5078431372549019,0.5568627450980392,0.6490196078431372,39694,0,"(22.500000000000025, 0.06722689075630252, 0.5333333333333333)",597,"(30.0, 0.07499999999999997, 0.5294117647058824)",570,"(22.500000000000025, 0.06837606837606837, 0.5411764705882353)",566,"(22.500000000000025, 0.06779661016949153, 0.5372549019607843)",552,8
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",53127747581,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28BFF25D790>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698548973.379917,5312774758109,34.0,218.0,150.22080440758515,10595,0.0,210.0,142.2198987792946,9165,0.0,207.0,139.6496587149979,9796,"(175, 170, 153)",15,"(330.00000000000017, 0.02752293577981655, 0.5725490196078431)",328992,"(306.66666666666663, 0.06206896551724136, 0.28431372549019607)",2875,"(329.9999999999998, 0.01626016260162607, 0.5176470588235293)",2763,"(349.99999999999994, 0.02678571428571432, 0.4392156862745098)",1028,"(250.00000000000003, 0.1518987341772152, 0.30980392156862746)",1006,"(28.571428571428534, 0.12280701754385974, 0.6647058823529413)",899,"[46.36363636363633, 0.12087912087912091, 0.6431372549019607]",73280,0,0,128210,0,0,55478,39,0,1369,0,0,3361,0,0,12092,0,0,42363,3,0,27255,0,0,0,0.0,0.04123711340206185,0.06796116504854371,0.0901960784313725,1.0,106.80515848646283,0.06850656766455873,0.5664823549510192,0.8235294117647058,12,0.09019607843137255,1,0.5019607843137255,0.5686274509803921,0.6392156862745098,0,19,"(34.28571428571434, 0.076086956521739, 0.6392156862745098)",562,"(29.99999999999994, 0.076086956521739, 0.6392156862745098)",432,"(29.99999999999994, 0.0833333333333332, 0.6705882352941177)",432,"(32.00000000000005, 0.08196721311475395, 0.6411764705882352)",429,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52410593883,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28B851A4C90>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698548984.6777894,5241059388300,39.0,255.0,167.73614530210142,130222,56.0,255.0,170.0441606309679,135905,59.0,255.0,166.2466540866428,187251,"(175, 185, 139)",225,"(218.18181818181827, 0.28205128205128177, 0.9235294117647059)",3599811,"(171.42857142857144, 0.05882352941176472, 0.7666666666666666)",1516086,"(70.49999999999996, 0.22727272727272727, 0.6549019607843136)",1457523,"(210.0, 0.009433962264150912, 0.5843137254901961)",108203,"(83.99999999999999, 0.022222222222222143, 0.5588235294117647)",63570,"(120.0, 0.00395256916996046, 0.503921568627451)",23497,"[73.04347826086953, 0.2473118279569893, 0.6352941176470588]",223927,0,0,254863,1,0,1976542,42,0,689762,0,0,1956798,0,0,844491,0,0,950423,0,0,181082,0,0,0,0.0,0.02202643171806172,0.037037037037037084,0.07920792079207921,1.0,151.52123448704992,0.07499942155029589,0.65679913993841,1.0,3262,0.21372549019607845,1,0.5607843137254902,0.6549019607843137,0.7627450980392156,477754,0,"(219.99999999999997, 0.037656903765690364, 0.46862745098039216)",15802,"(219.99999999999997, 0.03734439834024895, 0.4725490196078431)",14056,"(220.00000000000006, 0.03797468354430378, 0.4647058823529412)",13334,"(220.00000000000003, 0.037037037037037084, 0.4764705882352941)",12130,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52410593883,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28B851A4C90>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698549204.3343525,5241059388301,118.0,254.0,199.2876669091287,27389,119.0,251.0,198.65191977970593,26575,118.0,254.0,199.4217345560347,28569,"(199, 197, 201)",14,"(218.18181818181827, 0.28205128205128177, 0.9235294117647059)",734729,"(215.99999999999983, 0.02202643171806172, 0.5549019607843138)",23821,"(28.235294117647065, 0.1752577319587629, 0.8098039215686275)",2406,"(61.93548387096779, 0.17127071823204426, 0.6450980392156863)",1619,"(41.99999999999997, 0.2439024390243901, 0.8392156862745098)",1526,"(45.00000000000011, 0.034482758620689766, 0.7725490196078431)",1163,"[270.0, 0.03571428571428558, 0.7803921568627451]",36868,0,0,32824,0,0,152389,0,0,16328,0,0,29069,0,0,90866,0,0,348189,0,0,63347,0,0,0,0.0,0.02521008403361359,0.039999999999999855,0.07499999999999976,0.8750000000000004,191.2661501329515,0.06350171008416641,0.7808204945614137,0.9901960784313726,18,0.4745098039215686,16,0.7470588235294118,0.7843137254901961,0.8333333333333333,139213,0,"(264.0, 0.04504504504504487, 0.7823529411764706)",2976,"(240.0, 0.024390243902438935, 0.7588235294117647)",2823,"(254.9999999999999, 0.033898305084745874, 0.7686274509803921)",2804,"(259.99999999999983, 0.02521008403361359, 0.7666666666666666)",2781,1
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52410593883,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28B851A4C90>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698549227.1692464,5241059388302,123.0,254.0,188.4406799294888,20229,125.0,255.0,188.47143414756988,22208,102.0,251.0,184.52712289095945,22323,"(185, 184, 188)",27,"(23.99999999999986, 0.056179775280899014, 0.8254901960784313)",612710,"(71.53846153846158, 0.17105263157894732, 0.7019607843137254)",142167,"(180.0, 0.009433962264150912, 0.5843137254901961)",8185,"(60.0, 0.014492753623188356, 0.7294117647058823)",6995,"(240.0, 0.006134969325153353, 0.6803921568627451)",3399,"(214.28571428571416, 0.08433734939759041, 0.8372549019607842)",3273,"[254.9999999999999, 0.028985507246376916, 0.7294117647058824]",36832,0,0,60692,0,0,276057,0,0,34856,0,0,44050,0,0,65053,0,0,244370,0,0,32290,0,0,0,0.0,0.02298850574712635,0.035294117647058865,0.089430894308943,1.0,148.51026883762478,0.06892087761677644,0.7319571476538236,0.9823529411764707,7,0.47843137254901963,3,0.6745098039215687,0.7274509803921569,0.7862745098039216,88350,0,"(30.0, 0.07999999999999968, 0.9019607843137255)",3668,"(255.0, 0.02531645569620244, 0.6901960784313725)",2637,"(24.0000000000002, 0.09803921568627463, 0.8999999999999999)",2511,"(30.000000000000213, 0.07692307692307714, 0.8980392156862744)",2429,2
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52410593883,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28B851A4C90>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698549252.5878744,5241059388303,74.0,255.0,198.1458540952974,14454,84.0,255.0,200.22787553202534,14514,68.0,255.0,189.5029624727499,18971,"(199, 202, 198)",61,"(192.0, 0.06329113924050613, 0.8450980392156863)",507841,"(60.0, 0.10734463276836152, 0.6529411764705882)",108783,"(0.0, 0.0, 0.6627450980392157)",49909,"(210.0, 0.009900990099009866, 0.6039215686274509)",8142,"(56.842105263157904, 0.17431192660550449, 0.7862745098039216)",7555,"(74.99999999999994, 0.08888888888888892, 0.8235294117647058)",7204,"[105.0, 0.03636363636363622, 0.7843137254901961]",12494,0,0,8127,0,0,433636,0,0,132603,0,0,94140,0,0,47035,0,0,37780,0,0,4825,0,0,0,0.0,0.029702970297029875,0.0778443113772454,0.2619047619047619,1.0,105.4831297097654,0.1804081949717399,0.7639647234893125,1.0,2636,0.3058823529411765,5,0.6725490196078432,0.7941176470588236,0.8509803921568627,194698,0,"(228.00000000000003, 0.02347417840375592, 0.5823529411764705)",1289,"(219.99999999999966, 0.013100436681222785, 0.5509803921568628)",1187,"(228.0, 0.023923444976076475, 0.5901960784313726)",1170,"(228.0, 0.024154589371980593, 0.5941176470588235)",1101,3
